Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_whopg,A criança ou o jovem dá seu consentimento?,"1, Sim | 0, Não | 2, Não competente",Refere-se ao consentimento dado por um menor ou adulto incapaz de dar consentimento em seu próprio nome para participar de um estudo. O consentimento deve ser acompanhado pelo consentimento de um dos pais ou responsável legal para a participação plena no estudo.,Selecione a opção mais adequada que representa se foi fornecido consentimento para participação neste estudo.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent2des,"Uso secundário dos dados coletados, o participante concordou com as seguintes declarações:",,,
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secrsch,"Uso futuro de dados pseudonimizados em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não",Refere-se ao consentimento para uso secundário futuro de dados pseudonimizados em pesquisas aprovadas eticamente,Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secprod,"Uso futuro de dados pseudonimizados para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de dados pseudonimizados para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secgen,"Uso futuro de dados genéticos pseudonimizados em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não",Refere-se ao consentimento para uso secundário futuro de dados genéticos pseudonimizados em pesquisas aprovadas eticamente,Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consentsecsamp,"Uso secundário de amostras coletadas, o participante concordou com as seguintes declarações:",,,
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsamprsch,"Uso futuro de amostras pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsampprod,"Uso futuro de amostras ou materiais pseudonimizados ou dados derivados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras ou materiais pseudonimizados ou dados derivados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_secsampgen,"Uso futuro de amostras genéticas pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países","1, Sim | 0, Não","Refere-se ao consentimento para uso secundário futuro de amostras genéticas pseudonimizadas em pesquisas aprovadas eticamente, incluindo pesquisas em outros países",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consentcont,Contato,,,
apresentação,CRITÉRIOS DE INCLUSÃO,inclu_consent_contnstudy,"Ser contatado para participar de trabalhos futuros, incluindo estudos de pesquisa","1, Sim | 0, Não","Refere-se ao contato a ser feito para participar de trabalhos futuros, incluindo estudos de pesquisa",Esta é uma pergunta opcional de consentimento e não é necessária para a conclusão do restante do CRF.
apresentação,INÍCIO E APRESENTAÇÃO,pres_onsetdate,Data de início do primeiro/mais antigo sintoma,,Refere-se à data de início do primeiro/mais antigo sintoma clinicamente relacionado ao episódio atual da doença.,Informe a data do primeiro sintoma que você clinicamente acredita estar relacionado a este episódio da doença no formato DD/MM/AAAA.
apresentação,INÍCIO E APRESENTAÇÃO,pres_symptpres,Sintomático na apresentação inicial?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao fato de o paciente apresentar sintomas na apresentação inicial.,Indique “Sim” se o paciente apresentava sintomas na consulta inicial.
apresentação,INÍCIO E APRESENTAÇÃO,pres_firstsym,Sintoma(s) durante as primeiras 24 horas da doença (selecione todos os que se aplicam),,"Refere-se ao primeiro sintoma, ou sintomas (se vários ocorreram ao mesmo tempo), que você clinicamente acredita estar relacionado a este episódio da doença.",Selecione todos os sintomas que o paciente apresentou durante as primeiras 24 horas da doença (selecione todos os que se aplicam).
apresentação,INÍCIO E APRESENTAÇÃO,pres_consultdate,Data da primeira consulta clínica,,Refere-se à data da primeira consulta clínica relacionada ao episódio atual da doença.,Forneça a data da primeira consulta clínica relacionada ao episódio atual da doença no formato DD/MM/AAAA.
apresentação,INÍCIO E APRESENTAÇÃO,pres_date,Data da apresentação/admissão mais recente nesta instituição,,Refere-se à data da hospitalização/admissão do paciente em seu local para o tratamento da doença atual.,Insira a data da hospitalização/admissão em seu local (no formato DD/MM/AAAA).
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm,Admitido no hospital,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à admissão do paciente em seu local para o tratamento da doença atual.,Indique “Sim” se o paciente foi admitido em seu local.
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_reas,Motivo da hospitalização,,Refere-se ao motivo (indicação) da hospitalização.,"Se “Sim”, especifique o motivo (indicação) da hospitalização."
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_reasoth,Especifique outro motivo,,,
apresentação,INÍCIO E APRESENTAÇÃO,pres_adm_time,Hora da admissão no hospital,,Refere-se à admissão do paciente em sua unidade para a doença atual.,Insira a hora da admissão no seu local no formato de 24 horas (00:00 - 24:00 horas).
apresentação,INÍCIO E APRESENTAÇÃO,pres_enrolmentdate,Data de inscrição/início da coleta de dados,,Refere-se à data de inscrição/início da coleta de dados.,Insira a data de inscrição do paciente no estudo no formato dia/mês/ano (DD/MM/AAAA).
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev,O paciente foi internado anteriormente ou transferido de outra instituição durante este episódio da doença?,"1, SIM - admitido anteriormente nesta instituição e recebeu alta | 2, SIM - admitido em outra instituição e recebeu alta | 3, SIM - admitido em outra instituição e transferido para esta instituição | 0, Não | 99, Desconhecido",Refere-se à admissão anterior em uma unidade de saúde ou transferência de outra unidade de saúde durante o episódio atual da doença.,Selecione a opção mais adequada que representa se o paciente foi admitido anteriormente ou transferido de qualquer outra instituição durante este episódio da doença.
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_site,Nome da instituição de transferência,,Refere-se ao nome da unidade da qual o paciente foi admitido ou transferido anteriormente.,Insira o nome da instituição da qual o paciente foi admitido ou transferido anteriormente.
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_date,Data da apresentação na instituição anterior,,Refere-se à data de apresentação na unidade na qual o paciente foi admitido ou transferido anteriormente.,Insira a data de apresentação na instituição na qual o paciente foi admitido ou transferido anteriormente.
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_reastrans,Motivo da transferência,"1, Escalonamento de cuidados (por exemplo, UTI/Ventilação) | 2, Falta de meios de diagnóstico | 3, Proximidade de casa | 88, Outro",,
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_reastrans_oth,Especifique outro motivo,,,
apresentação,READMISSÃO E PIN ANTERIOR,readm_prev_num,Número total de internações anteriores para esta infecção,,Refere-se ao número de vezes (para esta infecção) que o paciente foi admitido em uma unidade de saúde.,Indique o número de vezes (para esta infecção) que o paciente foi admitido em uma unidade de saúde.
apresentação,READMISSÃO E PIN ANTERIOR,readm_firstadmdate,Data da admissão mais precoce para esta infecção,,"Refere-se à data da primeira admissão por esta doença. Se o paciente foi primeiro “admitido em outra unidade e depois transferido para esta unidade”, registre a data em que o paciente foi admitido na outra unidade de saúde.",Escreva a data no formato DD/MM/AAAA.
apresentação,READMISSÃO E PIN ANTERIOR,readm_difpin,Os dados do paciente foram coletados anteriormente com um número de identificação de participante (PIN) diferente?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à coleta anterior dos dados do paciente sob um número de identificação do participante (PIN) diferente.,Indique “Sim” se os dados do paciente foram coletados anteriormente com um número de identificação do participante (PIN) diferente.
apresentação,READMISSÃO E PIN ANTERIOR,readm_prevpin,Número de identificação do participante anterior (PIN),,O número de identificação do participante ou PIN é um número único usado para identificar os dados do paciente (participante).,Escreva o número de identificação do participante (PIN).
apresentação,READMISSÃO E PIN ANTERIOR,readm_reas,O paciente está sendo readmitido com ou devido a infecção pelo patógeno de interesse?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à readmissão do paciente com ou devido a infecção pelo patógeno de interesse.,Indique “Sim” se o paciente está sendo readmitido com ou devido a infecção pelo patógeno de interesse.
apresentação,DEMOGRAFIA,demog_birthknow,A data de nascimento é conhecida?,"1, Sim | 0, Não",Refere-se à data do calendário em que o paciente nasceu.,Registre a data de nascimento dos participantes no formato DD/MM/AAAA.
apresentação,DEMOGRAFIA,demog_birthdate,Data de nascimento,,Refere-se à data do calendário em que o paciente nasceu.,Registre a data de nascimento dos participantes no formato DD/MM/AAAA.
apresentação,DEMOGRAFIA,demog_age,Idade,,Refere-se à idade do paciente.,"Para participantes com mais de dois anos, informe a idade em anos. Para crianças com menos de um ano, informe em meses. Para recém-nascidos com menos de um mês, informe em dias."
apresentação,DEMOGRAFIA,demog_age_units,Unidades de idade,"1, Anos | 2, Meses | 3, Dias",Refere-se à idade do paciente no momento da apresentação na unidade de saúde.,Selecione as unidades mais adequadas para a idade.
apresentação,DEMOGRAFIA,demog_calcage_days,Idade calculada (dias),"if([demog_birthknow]='1', datediff([demog_birthdate], if([pres_date]='',""today"",[pres_date]), ""d"", ""dmy""), if([demog_age_units]='1', [demog_age]*365, if([demog_age_units]='2', round([demog_age]*365/12,0), if([demog_age_units]='3', [demog_age], ''))))",Refere-se à idade do paciente em dias.,"A idade é calculada, se a data de nascimento for conhecida, como a diferença entre a data de nascimento e a data mais recente de apresentação ou admissão na instituição."
apresentação,DEMOGRAFIA,demog_sex,Sexo ao nascer,"1, Masculino | 2, Feminino | 99, Não especificado/Desconhecido | 88, Outro",Refere-se às características sexuais físicas ao nascimento.,Selecione a opção mais adequada que represente as características físicas sexuais ao nascimento.
apresentação,DEMOGRAFIA,demog_sex_oth,Especifique outro sexo ao nascer,,Refere-se às características sexuais físicas ao nascimento.,"Se “Outro”, especifique as características físicas sexuais ao nascimento."
apresentação,DEMOGRAFIA,demog_gender,Gênero,"1, Homem | 2, Mulher | 3, Não binário | 99, Desconhecido | 88, Outro","Refere-se ao sentimento interno de uma pessoa em relação ao seu gênero, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo. ",Selecione a opção mais adequada que represente a identidade de gênero do paciente.
apresentação,DEMOGRAFIA,demog_gender_oth,Especifique outro gênero,,"Refere-se à percepção interna que uma pessoa tem do seu género, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo.","Se “Outro”, especifique a identidade de gênero do paciente."
apresentação,DEMOGRAFIA,demog_country,País,,Refere-se ao país de inscrição,Indique o país de inscrição
apresentação,DEMOGRAFIA,demog_outcountry,O paciente nasceu fora do país que está relatando?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao nascimento do participante fora do país de notificação.,Indique se o participante nasceu fora do país de notificação
apresentação,DEMOGRAFIA,demog_height,Altura (selecione as unidades),,Altura real ou estimada mais próxima no momento da admissão.,
apresentação,DEMOGRAFIA,demog_height_units,Altura (selecionar unidades),"1, cm | 2, em",,
apresentação,DEMOGRAFIA,demog_height_cm,Altura (cm),,"Refere-se à distância da sola do pé até o topo da cabeça, com o corpo em pé sobre uma superfície plana e totalmente esticado, medida em centímetros. Para crianças menores de 2 anos, use o comprimento do corpo (medido em posição supina).","Indique a altura do paciente em centímetros (cm). Para crianças com menos de 2 anos, use o comprimento."
apresentação,DEMOGRAFIA,demog_height_in,Altura (pol.),,"Refere-se à distância entre a sola do pé e o topo da cabeça, com o corpo em pé sobre uma superfície plana e totalmente esticado, medida em polegadas. Para crianças com menos de 2 anos, utilize o comprimento do corpo (medido em posição supina).","Indique a altura do paciente em polegadas (pol.). Para crianças com menos de 2 anos, use o comprimento."
apresentação,DEMOGRAFIA,demog_weight,Peso (selecione as unidades),,Peso real ou estimado mais próximo do peso no momento da admissão.,
apresentação,DEMOGRAFIA,demog_weight_units,Peso (selecionar unidades),"1,kg | 2, libras",,
apresentação,DEMOGRAFIA,demog_weight_kg,Peso (kg),,"Refere-se ao peso de um indivíduo, expresso em quilogramas (kg).",Indique o peso do paciente em quilogramas (kg).
apresentação,DEMOGRAFIA,demog_weight_lb,Peso (lb),,"Refere-se ao peso de um indivíduo, expresso em libras (lb).",Indique o peso do paciente em libras (lb).
apresentação,DEMOGRAFIA,demog_race,Raça (selecione todas as opções aplicáveis),,Refere-se a uma categoria de origem ancestral geográfica atribuída a um grupo populacional com base principalmente em características físicas consideradas distintas e inerentes.,Selecione todas as opções aplicáveis.
apresentação,DEMOGRAFIA,demog_healthcare,Empregado como profissional de saúde,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um paciente que trabalha no setor de saúde.,Selecione a opção mais adequada.
apresentação,DEMOGRAFIA,demog_healthcare_ptfacing,Paciente em situação de,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a um paciente que trabalha no setor de saúde prestando cuidados em ambientes de atendimento ao paciente (ou seja, funções que envolvem interação direta com pacientes). ",Selecione a opção mais adequada.
apresentação,DEMOGRAFIA,demog_healthcare_expbiosample,Exposição a amostras biológicas,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a um paciente que trabalha no setor de saúde prestando cuidados em ambientes que não envolvem contato direto com pacientes, mas que está exposto a amostras biológicas (por exemplo, funcionários de laboratório, manipuladores de resíduos médicos).",Selecione a opção mais adequada.
apresentação,DEMOGRAFIA,demog_riskoccupa,O paciente exerce alguma dessas profissões ou uma profissão relacionada à sua infecção?,,Refere-se à atividade principal que uma pessoa realiza para ganhar a vida.,Selecione todas as opções aplicáveis.
apresentação,DEMOGRAFIA,demog_occupation,Local de trabalho principal,"1, Trabalho em casa ou desempregado | 2, Interior - escritório/saúde/educação/hotelaria/negócios/residências | 3, Interior - fábrica | 8, Exterior - contato com animais (veterinário, criador de animais, trabalhador de matadouro) | 4, Ao ar livre - agricultura/silvicultura/pesca | 5, Ao ar livre - construção/indústria/mineração | 6, Forças Armadas | 7, Estudante | 99, Desconhecido | 88, Outros",Refere-se ao local onde o paciente realiza a maior parte do trabalho relacionado à sua ocupação atual. ,Selecione a opção mais adequada que representa o local principal de ocupação.
apresentação,DEMOGRAFIA,demog_occupation_oth,Especifique outro local de trabalho principal,,Refere-se ao local onde o paciente realiza a maior parte do trabalho relacionado à sua ocupação atual.,"Se “Outro”, especifique o local principal de ocupação."
apresentação,DEMOGRAFIA,demog_residence,Cidade de residência do paciente,"1, O mesmo que o estabelecimento de saúde | 2, Diferente do estabelecimento de saúde | 99, Desconhecido",Refere-se à cidade onde uma pessoa reside mais do que temporariamente ou vive permanentemente.,"Caso a cidade de residência do paciente seja diferente da cidade onde está localizado este estabelecimento de saúde, especifique abaixo a região de residência do paciente."
apresentação,DEMOGRAFIA,demog_residence_oth,"Se for diferente da unidade de saúde, especificar a região de residência do paciente.",,Refere-se à cidade onde uma pessoa reside mais do que temporariamente ou vive permanentemente.,"Se for 'Diferente da unidade de saúde', especifique a região de residência do paciente."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_travel,O paciente viajou para fora de sua região de origem nos últimos 14 dias?,"1, Sim | 0, Não | 99, Desconhecido","Isto refere-se a viagens para outra cidade/vila ou região, outra parte do país ou para o estrangeiro, para outro país, no prazo de 14 dias antes do início dos sintomas relacionados com a doença atual.","Indique “Sim” se o paciente viajou para outra cidade/município ou região, outra parte do país ou para o exterior para outro país nos 14 dias anteriores ao início dos sintomas relacionados à doença atual."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_travel_loc,especifique todas as cidades ou vila(s) e região(ões) de viagem,,Refere-se a todas as cidades ou vila(s) e região(ões) para as quais o paciente viajou dentro de 14 dias antes do início dos sintomas relacionados à doença atual.,"Se o paciente viajou para fora do seu local de residência habitual nos 14 dias anteriores ao início dos sintomas, insira o(s) local(is) visitado(s)."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_riskarea,"Viaja ou vive em áreas afetadas pelo surto, rurais ou de alto risco?","1, sim | 0, Não | 99, Desconhecido",,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_contact,História de contato com caso humano suspeito ou confirmado de doença/doença causada pelo mesmo patógeno?,"1, sim | 0, Não | 99, Desconhecido","Refere-se ao paciente ter histórico de contato com alguém que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, roupas de cama, etc.).","Indique 'Sim', se o paciente tiver histórico de contato com alguém que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, roupas de cama, etc.)."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_contact_setting,Configuração de contato,"1, Família | 2, Comunitário/social | 3, Unidade de saúde | 4, Ocupacional/local de trabalho | 5, Contato sexual | 7, Viagens aéreas/voos | 8, Transmissão vertical | 88, Outros | 99, Desconhecido",,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_contact_setting_oth,Especifique outro tipo de contato,,,
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_contact_date,Data de contato com caso suspeito ou confirmado,,"Refere-se à data do contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, roupas de cama, etc.).",Insira a data do contato com caso humano suspeito ou confirmado. (Use o formato DD/MM/AAAA)
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon,"Qualquer contato com animais, criadouros, carnes ou outros produtos de origem animal nos últimos 14 dias?","1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal ocorrido nos últimos 14 dias.","Indique “Sim” se o paciente teve contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal nos últimos 14 dias."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_date,Data do contato com fonte animal suspeita ou confirmada,,"Refere-se à data do contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal ocorrido nos últimos 14 dias.","Escreva a data do contato com animais, locais onde vivem animais, carnes ou outros produtos de origem animal nos últimos 14 dias, no formato DD/MM/AAAA."
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_lstock,Contato com gado,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com aves vivas (por exemplo, galinhas, perus, patos) ocorrido nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_lstock_type,Tipo de gado,"1, Aves/pássaros | 2, Vacas leiteiras/equipamentos | 3, Outros bovinos | 4, Porcos","Refere-se ao contacto com aves vivas (por exemplo, galinhas, perus, patos) que ocorreu nos últimos 14 dias.",Indique 'Sim' se o paciente passou por isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_lstock_cttype,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado/mal cozido/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui a ingestão de partes não processadas, mal cozidas ou cruas de animais. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem o contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias em animais (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_nhprim,Contato com primatas não humanos,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com primatas não humanos (um grupo de mamíferos composto por símios, macacos e prosímios, como lêmures) que ocorreu nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_nhprim_type,Tipo de primatas não humanos,"1, Macacos | 2, Macacos",Refere-se ao contato com macacos ocorrido nos últimos 14 dias.,Indique 'Sim' se o paciente passou por isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_nhprim_cttype,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado/mal cozido/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animais doentes ou mortos | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui a ingestão de partes de animais não processadas, mal cozidas ou cruas. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem o contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias de animais (pergunta separada). ",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_rodent,Contato com roedores,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com roedores (por exemplo, ratos, camundongos, esquilos) que ocorreu nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_rodent_type,Tipo de roedor,"1, Ratos | 2, ratos | 3, esquilos",Refere-se ao contato com ratos ocorrido nos últimos 14 dias.,Indique 'Sim' se o paciente passou por isso nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_rodent_cttype,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseamento | 4, Consumo (não transformado/mal cozinhado/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui a ingestão de partes de animais não processadas, mal cozidas ou cruas. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem o contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias de animais (pergunta separada). ",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,expo14_ancon_pets,Contato com animais de estimação,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com animais de estimação domésticos (excluindo roedores) que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
