Microorganism,Code,Library,Type,Selected,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_Arbovirus,preset_ARChetype Syndromic CRF_ARI,preset_Recommended Outcomes_Dengue,preset_ARChetype Syndromic CRF_Encephalitis,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Syndromic CRF_VHF,Comment,Value
Cyclospora cayetanensis,103561005.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,91
Citomegalovirus,407444007.0,SNOMED,virus,,,,,,,,,,1.0,,,,92
Delftía,416493002.0,SNOMED,bacteria,,,,,,,,,,,,,,93
Delftia acidovorans,20432002.0,SNOMED,bacteria,,,,,,,,,,,,,,94
deltavirus,83617006.0,SNOMED,virus,,,,,,,,,,,,,,95
virus del dengue,34348001.0,SNOMED,virus,,,1.0,,,,1.0,,1.0,,1.0,,,96
Dermabacter,413976002.0,SNOMED,bacteria,,,,,,,,,,,,,,97
difteroide,54642001.0,SNOMED,bacteria,,,,,,,,,,,,,,98
Diphyllobothrium latum,40406002.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,100
Dracunculus medinensis,3824001.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,101
virus del ébola,424206003.0,SNOMED,virus,,1.0,,,,,,,,1.0,,,,102
Echinococcus granulosus,243672005.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,103
Eggerthella,414075007.0,SNOMED,bacteria,,,,,,,,,,,,,,104
Elizabethkingia,426244005.0,SNOMED,bacteria,,,,,,,,,,,,,,105
entamoeba,38324000.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,,,106
Entamoeba dispar,415987008.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,107
Entamoeba histolítica,4716008.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,108
bacterias entéricas,106544002.0,SNOMED,bacteria,,,,,,,,,,,,,,109
enterobacteria,58683007.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,110
Enterobacter aerogenes,62592009.0,SNOMED,bacteria,,,,,,,,,,,,,,111
Enterobacter asburiae,33115003.0,SNOMED,bacteria,,,,,,,,,,,,,,112
Enterobacter bugandensis,113611000000000.0,SNOMED,bacteria,,,,,,,,,,,,,,113
Enterobacter cloacae,14385002.0,SNOMED,bacteria,,,,,,,,,,,,,,114
Complejo enterobacter cloacae,414102007.0,SNOMED,bacteria,,,,,,,,,,,,,,115
Enterobacter hormaechei,114454006.0,SNOMED,bacteria,,,,,,,,,,,,,,116
Enterobacter kobei,114456008.0,SNOMED,bacteria,,,,,,,,,,,,,,117
enterobacterias,106544002.0,SNOMED,bacteria,,,,,,,,,,,,,,118
enterobio vermicularis,55008000.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,119
enterococo,2785000.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,120
enterococo avium,87875008.0,SNOMED,bacteria,,,,,,,,,,,,,,121
enterococo faecalis,78065002.0,SNOMED,bacteria,,,,,,,,,,,,,,122
enterococo faecium,90272000.0,SNOMED,bacteria,,,,,,,,,,,,,,123
Enterococo rafinoso,103437000.0,SNOMED,bacteria,,,,,,,,,,,,,,124
Enterovirus (género Enterovirus),243633006.0,SNOMED,virus,,,,,,,,,,,,,,125
epidermofiton,112403007.0,SNOMED,fungi,,,,,,,,,,,,,,126
escherichia,64735005.0,SNOMED,bacteria,,,,,,,,,,,,,,127
Escherichia coli,112283007.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,128
Exophiala dermatitidis,20586007.0,SNOMED,fungi,,,,,,,,,,,,,,129
Falciformispora senegalensis (anteriormente Leptosphaeria senegalensis),48529007.0,SNOMED,fungi,,,,,,,,,,,,,,130
Filoviridae (Familia),407325004.0,SNOMED,virus,,,,,,,,,,,,,,131
Flaviviridae (Familia),243602009.0,SNOMED,virus,,,,,,,,,,1.0,,,,132
Francisella tularensis,51526001.0,SNOMED,bacteria,,,,,,,,,,,,,,133
Hongos,414561005.0,SNOMED,fungi,,,,,,,,,,,,,,134
fusarium,35238009.0,SNOMED,fungi,,,,,,,,,,,,,,135
Fusobacterium nucleatum,32763000.0,SNOMED,bacteria,,,,,,,,,,,,,,136
género Marburgvirus,424421007.0,SNOMED,virus,,1.0,,,,,,,,,,1.0,,137
giardiana,61419001.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,138
Giardia intestinalis,78181009.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,139
Giardia lamblia,78181009.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,140
Bacilo Gram Negativo,87172008.0,SNOMED,bacteria,,,,,,,,,,,,,,141
Bacilo Gram Positivo,83514008.0,SNOMED,bacteria,,,,,,,,,,,,,,142
Cocos Gram positivos,59206002.0,SNOMED,bacteria,,,,,,,,,,,,,,143
Granulicatella adiacens,113713009.0,SNOMED,bacteria,,,,,,,,,,,,,,144
Haemophilus,71268004.0,SNOMED,bacteria,,,,,,,,,,,,,,145
Haemophilus ducreyi,64889004.0,SNOMED,bacteria,,,,,,,,,,,,,,146
Haemophilus influenzae,44470000.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,147
Haemophilus parainfluenzae,51593004.0,SNOMED,bacteria,,,,,,,,,,,,,,148
Hafnia alvei,76694001.0,SNOMED,bacteria,,,,,,,,,,,,,,149
hantavirus,49445003.0,SNOMED,virus,,1.0,,,,,,,,,,,,150
Helicobacter pylori,80774000.0,SNOMED,bacteria,,,,,,,,,,,,,,151
virus hendra,115510008.0,SNOMED,virus,,,,,,,,,,,,,,152
Hepadnaviridae,422951006.0,SNOMED,virus,,,,,,,,,,,,,,153
virus de la hepatitis A,32452004.0,SNOMED,virus,,,1.0,,,,,,,,,,,154
virus de la hepatitis B,81665004.0,SNOMED,virus,,,1.0,,,,,,,,,,,155
virus de la hepatitis C,62944002.0,SNOMED,virus,,,1.0,,,,,,,,,,,156
virus de la hepatitis D,83617006.0,SNOMED,virus,,,,,,,,,,,,,,157
virus de la hepatitis E,78475006.0,SNOMED,virus,,,,,,,,,,,,,,158
Herpesviridae,128377001.0,SNOMED,virus,,,,,,,,,,,,,,159
histoplasma,81951003.0,SNOMED,fungi,,,,,,,,,,,,,,160
Histoplasma capsulatum,56596006.0,SNOMED,fungi,,,,,,,,,,,,,,161
"Herpesvirus humano 1 (HHV1, virus del herpes simple 1, HSV1)",407451003.0,SNOMED,virus,,,,,,,,,,1.0,,,,162
"Herpesvirus humano 2 (HHV2, virus del herpes simple 2, HSV2)",407450002.0,SNOMED,virus,,,,,,,,,,1.0,,,,163
"Herpesvirus humano 3 (virus varicela-zoster, VZV)",19551004.0,SNOMED,virus,,,,1.0,1.0,,,,,1.0,,,,164
"Herpesvirus humano 4 (virus de Epstein-Barr, EBV)",40168006.0,SNOMED,virus,,,,,,,,,,1.0,,,,165
"Herpesvirus humano 5 (Citomegalovirus humanobeta5, hCMV)",243579005.0,SNOMED,virus,,,,,,,,,,,,,,166
Herpesvirus humano 6 (virus de la roséola infantil),103528003.0,SNOMED,virus,,,,,,,,,,,,,,167
Virus de la Inmunodeficiencia Humana (VIH),19030005.0,SNOMED,virus,,,1.0,,,,,,,,,,,168
Virus de la inmunodeficiencia humana tipo 1 (VIH-1),89293008.0,SNOMED,virus,,,,,,,,,,,,,,169
Virus de la inmunodeficiencia humana tipo 2 (VIH-2),36115006.0,SNOMED,virus,,,,,,,,,,,,,,170
Metaneumovirus humano (hMPV),416730002.0,SNOMED,virus,,,,,,,,,,,,,,171
Virus de la parainfluenza humana,407498006.0,SNOMED,virus,,,,,,,,,,,,,,172
Virus de la parainfluenza humana 1,407489008.0,SNOMED,virus,,,,,,,,,,,,,,173
Virus de la parainfluenza humana 2,407491000.0,SNOMED,virus,,,,,,,,,,,,,,174
Virus de la parainfluenza humana 3,407493002.0,SNOMED,virus,,,,,,,,,,,,,,175
Virus de la parainfluenza humana 4,89117003.0,SNOMED,virus,,,,,,,,,,,,,,176
Parvovirus humano b19,63603005.0,SNOMED,virus,,,,,,,,,,,,,,177
Virus sincitial respiratorio humano (VRS),6415009.0,SNOMED,virus,,,,,,,,,,,,,,178
bocavirus humano,446373002.0,SNOMED,virus,,,,,,,,,,,,,,179
Coronavirus humano,84101006.0,SNOMED,virus,,,,,,,,,,,,,,180
Hymenolepis diminuta,23895005.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,181
Hymenolepis nana,74311004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,182
Gripe A H1N1,442352004.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,183
Gripe A H5N1,772827006.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,184
Gripe A H5N8,708527000.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,185
Gripe A H7N7,715346008.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,186
Gripe A H7N9,609444009.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,187
Virus de la gripe A,407479009.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,188
virus de la influenza B,407480007.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,,,,,189
virus de la influenza,725894000.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,1.0,,,,190
Isospora belli,12633005.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,191
Virus de la encefalitis japonesa (JEV),243603004.0,SNOMED,virus,,,,,,,,,,1.0,,,,192
virus junín,26352009.0,SNOMED,virus,,,,,,,,,,,,1.0,,193
Klebsiella,75032006.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,194
Klebsiella aerogenes,62592009.0,SNOMED,bacteria,,,,,,,,,,,,,,195
Klebsiella oxitoca,40886007.0,SNOMED,bacteria,,,,,,,,,,,,,,196
Klebsiella pneumoniae,56415008.0,SNOMED,bacteria,,,,,,,,,,,,,,197
"Klebsiella pneumoniae, BLEE",409801009.0,SNOMED,bacteria,,,,,,,,,,,,,,198
Klebsiella varicola,431976004.0,SNOMED,bacteria,,,,,,,,,,,,,,199
Lacticaseibacillus rhamnosus,113798001.0,SNOMED,bacteria,,,,,,,,,,,,,,200
virus lassa,85944001.0,SNOMED,virus,,1.0,,,,,,,,1.0,,1.0,,201
Legionella,7527002.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,202
Legionella pneumophila,80897008.0,SNOMED,bacteria,,,,,,,,,,,,,,203
Leishmania,79357004.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,204
Leishmania Viannia,712933004.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,205
Leishmania braziliensis,83196002.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,206
Complejo Leishmania braziliensis,7400004.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,207
complejo de leishmania donovani,79781008.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,208
Interrogantes de Leptospira,116401006.0,SNOMED,bacteria,,,,,,,,,,,1.0,,,209
lictiemia,734206002.0,SNOMED,fungi,,,,,,,,,,,,,,210
Listeria monocytogenes,36094007.0,SNOMED,bacteria,,,,,,,,,,,,,,211
Lomentospora prolificans (Scedosporium prlificans),69564000.0,SNOMED,fungi,,,,,,,,,,,,,,212
virus de lujo,450622000.0,SNOMED,virus,,,,,,,,,,,,1.0,,213
Virus de la coriomeningitis linfocítica (LCMV),82518003.0,SNOMED,virus,,,,,,,,,,,,,,214
MERS-CoV,697932005.0,SNOMED,virus,,,,,,,,1.0,,1.0,,,,215
virus machupo,71489006.0,SNOMED,virus,,1.0,,,,,,,,,,1.0,,216
madurela,23009007.0,SNOMED,fungi,,,,,,,,,,,,,,217
Malassezia pachydermatis,51257000.0,SNOMED,fungi,,,,,,,,,,,,,,218
Morbilivirus del sarampión,52584002.0,SNOMED,virus,,,,1.0,1.0,,,,,,,,,219
Metapneumovirus,407501006.0,SNOMED,virus,,,,,,,,,,,,,,220
Staphylococcus aureus resistente a la meticilina (MRSA),115329001.0,SNOMED,bacteria,,,,,,,,,,,,,,221
Staphylococcus aureus sensible a la meticilina (MSSA),417943000.0,SNOMED,bacteria,,,,,,,,,,,,,,222
Meyerozyma guilliermondii,29812000.0,SNOMED,fungi,,,,,,,,,,,,,,223
micrococo,52864008.0,SNOMED,bacteria,,,,,,,,,,,,,,224
micrococo lúteo,48299003.0,SNOMED,bacteria,,,,,,,,,,,,,,225
microsporidios,418382009.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,226
microsporo,11983001.0,SNOMED,fungi,,,,,,,,,,,,,,227
Síndrome respiratorio de Oriente Medio Coronavirus,697932005.0,SNOMED,virus,,,,,,,,,,,,,,228
mirabilis,79589007.0,SNOMED,bacteria,,,,,,,,,,,,,,229
moraxella,36361003.0,SNOMED,bacteria,,,,,,,,,,,,,,230
Moraxella catarrhalis,24226003.0,SNOMED,bacteria,,,,,,,,,,,,,,231
Morganela,50713005.0,SNOMED,bacteria,,,,,,,,,,,,,,232
Morganella morganii,243301005.0,SNOMED,bacteria,,,,,,,,,,,,,,233
virus mpox,59774002.0,SNOMED,virus,1.0,,,1.0,1.0,,,,,,,,,234
Mucor,49782006.0,SNOMED,fungi,,,,,,,,,,,,,,235
Virus de las paperas,50384007.0,SNOMED,virus,,,,,,,,,,1.0,,,,236
micobacteria,243368001.0,SNOMED,bacteria,,,,,,,,,,,,,,237
micobacteria lepra,58242002.0,SNOMED,bacteria,,,,,,,,,,,,,,238
micobacteria tuberculosis,113861009.0,SNOMED,bacteria,,,,,,,,,,,,,,239
"Mycobacterium, no tuberculosis",110379001.0,SNOMED,bacteria,,,,,,,,,,,,,,240
Micoplasma agalactiae,16377009.0,SNOMED,bacteria,,,,,,,,,,,,,,241
micoplasma neumonía,58720004.0,SNOMED,bacteria,,,,,,,,,,,,,,242
Necator americano,43905006.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,243
Neisseria meningitidis,17872004.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,244
Neotestudina rosatii (Zopfia rosatii),47066009.0,SNOMED,fungi,,,,,,,,,,,,,,245
virus nipah,115511007.0,SNOMED,virus,,,,,,,,,,1.0,,,,246
Nocardia asteroides,30092002.0,SNOMED,bacteria,,,,,,,,,,,,,,247
Nocardia brasiliensis,58970008.0,SNOMED,bacteria,,,,,,,,,,,,,,248
Norovirus,407359000.0,SNOMED,virus,,,,,,,,,,,,,,249
Onchocerca vólvulo,52397001.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,250
Orthomyxoviridae (virus de la influenza),55014007.0,SNOMED,virus,,,,,,,,,,,,,,251
virus del papiloma,243584004.0,SNOMED,virus,,,,,,,,,,,,,,252
Papoviridae,243587006.0,SNOMED,virus,,,,,,,,,,,,,,253
Paracoccidioides,112405000.0,SNOMED,fungi,,,,,,,,,,,,,,254
Paragonimus westermani,58412002.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,255
Paramixoviridae,128354001.0,SNOMED,virus,,,,,,,,,,,,,,256
Parvoviridae,243587006.0,SNOMED,virus,,,,,,,,,,,,,,257
Penicillium,42993004.0,SNOMED,fungi,,,,,,,,,,,,,,258
Pichia kudriavzeveii,16452009.0,SNOMED,fungi,,,,,,,,,,,,,,259
Picornaviridae,407344006.0,SNOMED,virus,,,,,,,,,,,,,,260
Plasmodio,34706006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,261
Plasmodium falciparum,30020004.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,1.0,,262
Plasmodium malariae,56395006.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,,,263
Plasmodium oval,18508006.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,,,264
Plasmodium vivax,74746009.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,1.0,,265
neumocistis,115987006.0,SNOMED,fungi,,,,,,,,,,,,,,266
Pneumocystis jirovecii,79909001.0,SNOMED,fungi,,,,,,,,,,1.0,,,,267
Enfermedades priónicas,20484008.0,SNOMED,Prions,,,,,,,,,,1.0,,,,268
propionibacteria,34844008.0,SNOMED,bacteria,,,,,,,,,,,,,,269
Propionibacterium acnes,39473003.0,SNOMED,bacteria,,,,,,,,,,,,,,270
Proteo,50517009.0,SNOMED,bacteria,,,,,,,,,,,,,,271
proteus mirabilis,73457008.0,SNOMED,bacteria,,,,,,,,,,,,,,272
Proteo vulgar,45834001.0,SNOMED,bacteria,,,,,,,,,,,,,,273
Providencia retgeri,14196002.0,SNOMED,bacteria,,,,,,,,,,,,,,274
Providencia stuartii,1445008.0,SNOMED,bacteria,,,,,,,,,,,,,,275
Pseudomonas,57032008.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,276
Pseudomonas aeruginosa,52499004.0,SNOMED,bacteria,,,,,,,,,,,,,,277
Pseudomonas fluorescens,39289003.0,SNOMED,bacteria,,,,,,,,,,,,,,278
Pseudomonas putida,68608003.0,SNOMED,bacteria,,,,,,,,,,,,,,279
virus de la rabia,59881000.0,SNOMED,virus,,,,,,,,,,1.0,,,,280
Raoultella,417468005.0,SNOMED,bacteria,,,,,,,,,,,,,,281
Raoultella ornithinolytica,416832000.0,SNOMED,bacteria,,,,,,,,,,,,,,282
Raoultella planticola,416264004.0,SNOMED,bacteria,,,,,,,,,,,,,,283
Virus respiratorio sincitial (VSR),6415009.0,SNOMED,virus,,,,,,,,1.0,,,,,,284
Retroviridae,77622001.0,SNOMED,virus,,,,,,,,,,1.0,,,,285
rabdoviridae,407326003.0,SNOMED,virus,,,,,,,,,,,,,,286
rizomucor,85711000.0,SNOMED,fungi,,,,,,,,,,,,,,287
Rizopus,17683005.0,SNOMED,fungi,,,,,,,,,,,,,,288
Virus de la fiebre del Valle del Rift,28335002.0,SNOMED,virus,,1.0,,,,,,,,,,1.0,,289
Virus del río Ross,32458000.0,SNOMED,virus,,,,,,,,,,,,,,290
Rotavirus,417542000.0,SNOMED,virus,,,,,,,,,,,,,,291
virus de la rubéola,5210005.0,SNOMED,virus,,,,,,,,,,,,,,292
SARS-CoV-2,840533007.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,1.0,,,,293
SARS-CoV-2 Beta-B.1.351,840533008.0,SNOMED,virus,,,,,,,,,,,,,,294
Delta del SARS-CoV-2 - B.1.617.2,840533009.0,SNOMED,virus,,,,,,,,,,,,,,295
SARS-CoV-2 Eta - B.1.525,840533010.0,SNOMED,virus,,,,,,,,,,,,,,296
SARS-CoV-2 Gamma - P.1,840533011.0,SNOMED,virus,,,,,,,,,,,,,,297
SARS-CoV-2 Iota-B.1.526,840533012.0,SNOMED,virus,,,,,,,,,,,,,,298
SARS-CoV-2 Kappa - B.1.617.1,840533013.0,SNOMED,virus,,,,,,,,,,,,,,299
Omicrón SARS-CoV-2,840533014.0,SNOMED,virus,,,,,,,,,,,,,,300
Omicrón SARS-CoV-2 - B.1.1.529,840533015.0,SNOMED,virus,,,,,,,,,,,,,,301
SARS-CoV-2 Omicron - B.1.1.529.2 BA.2,840533016.0,SNOMED,virus,,,,,,,,,,,,,,302
SARS-CoV-2 Omicron - B.1.1.529.5 BA.5,840533017.0,SNOMED,virus,,,,,,,,,,,,,,303
SARS-CoV-2 Theta-P.3,840533018.0,SNOMED,virus,,,,,,,,,,,,,,304
SARS-CoV-2 Zeta - P.2,840533019.0,SNOMED,virus,,,,,,,,,,,,,,305
SARS-CoV-2 Alfa - B.1.1.7,840533020.0,SNOMED,virus,,,,,,,,,,,,,,306
Antígeno SARS-CoV-2,840536004.0,SNOMED,virus (substance),,,,,,,,,,,,,,307
